"source_code","0","c:\\mantaflow\\cli\\temp\\db2\\db2dict\\ddl\\DB2ADMIN\\Procedures\\SQL190911151043159.sql","df5a5c51a8ac5b7f7e2d801e441850e7","DB2","db2dict"
"edge","415","97","94","FILTER","2"
"edge","416","49","94","FILTER","2"
"edge","417","105","94","FILTER","2"
"edge","418","96","94","FILTER","2"
"edge","419","104","94","FILTER","2"
"edge","420","61","94","FILTER","2"
"edge","421","55","94","FILTER","2"
"edge","422","59","94","FILTER","2"
"edge","423","98","94","FILTER","2"
"edge","424","99","94","FILTER","2"
"edge","425","101","94","FILTER","2"
"edge","426","48","94","FILTER","2"
"edge","427","102","94","FILTER","2"
"edge","428","51","94","FILTER","2"
"edge","429","100","94","FILTER","2"
"edge","430","58","94","FILTER","2"
"edge","431","54","94","FILTER","2"
"edge","432","103","94","FILTER","2"
"edge","433","53","94","FILTER","2"
"edge","434","50","94","FILTER","2"
"edge","435","97","91","FILTER","2"
"edge","436","49","91","FILTER","2"
"edge","437","105","91","FILTER","2"
"edge","438","96","91","FILTER","2"
"edge","439","104","91","FILTER","2"
"edge","440","61","91","FILTER","2"
"edge","441","55","91","FILTER","2"
"edge","442","59","91","FILTER","2"
"edge","443","98","91","FILTER","2"
"edge","444","99","91","FILTER","2"
"edge","445","101","91","FILTER","2"
"edge","446","48","91","FILTER","2"
"edge","447","102","91","FILTER","2"
"edge","448","51","91","FILTER","2"
"edge","449","100","91","FILTER","2"
"edge","450","58","91","FILTER","2"
"edge","451","54","91","FILTER","2"
"edge","452","103","91","FILTER","2"
"edge","453","53","91","FILTER","2"
"edge","454","50","91","FILTER","2"
"edge","455","97","95","FILTER","2"
"edge","456","49","95","FILTER","2"
"edge","457","105","95","FILTER","2"
"edge","458","96","95","FILTER","2"
"edge","459","104","95","FILTER","2"
"edge","460","61","95","FILTER","2"
"edge","461","55","95","FILTER","2"
"edge","462","59","95","FILTER","2"
"edge","463","98","95","FILTER","2"
"edge","464","99","95","FILTER","2"
"edge","465","101","95","FILTER","2"
"edge","466","48","95","FILTER","2"
"edge","467","102","95","FILTER","2"
"edge","468","51","95","FILTER","2"
"edge","469","100","95","FILTER","2"
"edge","470","58","95","FILTER","2"
"edge","471","54","95","FILTER","2"
"edge","472","103","95","FILTER","2"
"edge","473","53","95","FILTER","2"
"edge","474","50","95","FILTER","2"
"edge","475","97","86","FILTER","2"
"edge","476","49","86","FILTER","2"
"edge","477","105","86","FILTER","2"
"edge","478","96","86","FILTER","2"
"edge","479","104","86","FILTER","2"
"edge","480","61","86","FILTER","2"
"edge","481","55","86","FILTER","2"
"edge","482","59","86","FILTER","2"
"edge","483","98","86","FILTER","2"
"edge","484","99","86","FILTER","2"
"edge","485","101","86","FILTER","2"
"edge","486","48","86","FILTER","2"
"edge","487","102","86","FILTER","2"
"edge","488","51","86","FILTER","2"
"edge","489","100","86","FILTER","2"
"edge","490","58","86","FILTER","2"
"edge","491","54","86","FILTER","2"
"edge","492","103","86","FILTER","2"
"edge","493","53","86","FILTER","2"
"edge","494","50","86","FILTER","2"
"edge","495","97","93","FILTER","2"
"edge","496","49","93","FILTER","2"
"edge","497","105","93","FILTER","2"
"edge","498","96","93","FILTER","2"
"edge","499","104","93","FILTER","2"
"edge","500","61","93","FILTER","2"
"edge","501","55","93","FILTER","2"
"edge","502","59","93","FILTER","2"
"edge","503","98","93","FILTER","2"
"edge","504","99","93","FILTER","2"
"edge","505","101","93","FILTER","2"
"edge","506","48","93","FILTER","2"
"edge","507","102","93","FILTER","2"
"edge","508","51","93","FILTER","2"
"edge","509","100","93","FILTER","2"
"edge","510","58","93","FILTER","2"
"edge","511","54","93","FILTER","2"
"edge","512","103","93","FILTER","2"
"edge","513","53","93","FILTER","2"
"edge","514","50","93","FILTER","2"
"edge","515","97","87","FILTER","2"
"edge","516","49","87","FILTER","2"
"edge","517","105","87","FILTER","2"
"edge","518","96","87","FILTER","2"
"edge","519","104","87","FILTER","2"
"edge","520","61","87","FILTER","2"
"edge","521","55","87","FILTER","2"
"edge","522","59","87","FILTER","2"
"edge","523","98","87","FILTER","2"
"edge","524","99","87","FILTER","2"
"edge","525","101","87","FILTER","2"
"edge","526","48","87","FILTER","2"
"edge","527","102","87","FILTER","2"
"edge","528","51","87","FILTER","2"
"edge","529","100","87","FILTER","2"
"edge","530","58","87","FILTER","2"
"edge","531","54","87","FILTER","2"
"edge","532","103","87","FILTER","2"
"edge","533","53","87","FILTER","2"
"edge","534","50","87","FILTER","2"
"edge","535","97","92","FILTER","2"
"edge","536","49","92","FILTER","2"
"edge","537","105","92","FILTER","2"
"edge","538","96","92","FILTER","2"
"edge","539","104","92","FILTER","2"
"edge","540","61","92","FILTER","2"
"edge","541","55","92","FILTER","2"
"edge","542","59","92","FILTER","2"
"edge","543","98","92","FILTER","2"
"edge","544","99","92","FILTER","2"
"edge","545","101","92","FILTER","2"
"edge","546","48","92","FILTER","2"
"edge","547","102","92","FILTER","2"
"edge","548","51","92","FILTER","2"
"edge","549","100","92","FILTER","2"
"edge","550","58","92","FILTER","2"
"edge","551","54","92","FILTER","2"
"edge","552","103","92","FILTER","2"
"edge","553","53","92","FILTER","2"
"edge","554","50","92","FILTER","2"
"edge","555","81","67","FILTER","2"
"edge","556","82","67","FILTER","2"
"edge","557","81","78","FILTER","2"
"edge","558","82","78","FILTER","2"
"edge","559","81","74","FILTER","2"
"edge","560","82","74","FILTER","2"
"edge","561","81","86","FILTER","2"
"edge","562","82","86","FILTER","2"
"edge","563","81","69","FILTER","2"
"edge","564","82","69","FILTER","2"
"edge","565","81","88","FILTER","2"
"edge","566","82","88","FILTER","2"
"edge","567","81","89","FILTER","2"
"edge","568","82","89","FILTER","2"
"edge","569","81","91","FILTER","2"
"edge","570","82","91","FILTER","2"
"edge","571","81","76","FILTER","2"
"edge","572","82","76","FILTER","2"
"edge","573","81","75","FILTER","2"
"edge","574","82","75","FILTER","2"
"edge","575","81","94","FILTER","2"
"edge","576","82","94","FILTER","2"
"edge","577","81","93","FILTER","2"
"edge","578","82","93","FILTER","2"
"edge","579","81","87","FILTER","2"
"edge","580","82","87","FILTER","2"
"edge","581","81","92","FILTER","2"
"edge","582","82","92","FILTER","2"
"edge","583","81","79","FILTER","2"
"edge","584","82","79","FILTER","2"
"edge","585","81","72","FILTER","2"
"edge","586","82","72","FILTER","2"
"edge","587","81","71","FILTER","2"
"edge","588","57","71","FILTER","2"
"edge","589","60","71","FILTER","2"
"edge","590","44","71","FILTER","2"
"edge","591","41","71","FILTER","2"
"edge","592","35","71","FILTER","2"
"edge","593","38","71","FILTER","2"
"edge","594","56","71","FILTER","2"
"edge","595","42","71","FILTER","2"
"edge","596","39","71","FILTER","2"
"edge","597","47","71","FILTER","2"
"edge","598","45","71","FILTER","2"
"edge","599","52","71","FILTER","2"
"edge","600","82","71","FILTER","2"
"edge","601","36","71","FILTER","2"
"edge","602","106","71","FILTER","2"
"edge","603","81","95","FILTER","2"
"edge","604","82","95","FILTER","2"
"edge","605","81","77","FILTER","2"
"edge","606","82","77","FILTER","2"
"edge","607","81","90","FILTER","2"
"edge","608","82","90","FILTER","2"
"edge","609","81","73","FILTER","2"
"edge","610","82","73","FILTER","2"
"edge","611","81","68","FILTER","2"
"edge","612","82","68","FILTER","2"
"edge","613","81","70","FILTER","2"
"edge","614","82","70","FILTER","2"
"edge","615","32","29","DIRECT","2"
"edge","616","17","11","FILTER","2"
"edge","617","14","11","FILTER","2"
"edge","618","13","11","FILTER","2"
"edge","619","19","11","FILTER","2"
"edge","620","16","11","DIRECT","2"
"edge","621","18","11","FILTER","2"
"edge","622","15","11","FILTER","2"
